category,company,env_relevant,has_metric,sentence,source_file,year
action,NYSE_VEDL_ESG,True,False,THE PLANET THE WORKPLACE LEVER 3 GHG Emissions Intensity Trend Metal and Minind Business BU wise Scope 1 & 2 GHG Emissions Improving energy and process (tCO e/ton of metal) (tCO e) efficiencies of our operations 2 2 6.25 Reduced energy consumption and conservation originating from greater energy efficiency measures are 5.66 fundamental to our decarbonization strategy.,NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"During FY 2024, we have introduced a range of initiatives to improve energy efficiencies, which will yield multiple benefits including cost savings, streamlined operations and enhanced productivity.",NYSE_VEDL_2024_esg.jsonl,2024
metric,NYSE_VEDL_ESG,True,True,"Approximately, 11% of the total planned emissions reduction between FY 2027-2030 will be achieved through energy conservation projects.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,The different measures that we have taken to strengthen our risk resilience demonstrates our leadership’s commitment towards climate change transparency.,NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"THE PLANET THE WORKPLACE Climate Adaptation and Resilience Strategies Physical risk assessment We have undertaken transition and physical climate risk assessments for our metals and mining, oil & gas, and thermal Vedanta has assessed its physical risks due to extreme weather events and long-term catastrophic climate changes and power businesses.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"Vedanta uses the NGFS Scenarios consortium to enhance sites, we looked at past trends and future estimates of major climate dangers, such as temperature changes, precipitation the robustness of our transition risk assessment.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"We have also detailed The traffic-signal table below summarizes the perceived climate transition threat at the business level, over the short- to our physical risk analysis in our annual Climate Action Report FY 2024 report to provide detailed insights across different medium-term.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"Both the products This achievement is of significance 2 case for clean energy transformation have seen steady demand growth and not only for HZL or the Vedanta Group, and projects that enable such a this year, nearly US$ 150 million-worth but for the zinc and metals industry at switch.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"By aligning our businesses of revenues were generated from the large, as it demonstrates the potential to such cost scenarios, we also sale of low-carbon aluminum.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"financial pragmatism, reducing our aluminum, with the dispatch of Restora 24,693 MT risk exposures, and increasing our to its client Global Aluminum Pvt Ltd. Estimated reduction of investment worthiness through The order involves supply of 300 MT of Energy and Resource Conservation 61,733 tCO eq.",NYSE_VEDL_2024_esg.jsonl,2024
governance,NYSE_VEDL_ESG,True,True,"In the last 6 months, Low Carbon Fuel Switching Estimated reduction of reviewed annually to ensure we remain the electric pump has saved more than 5,897.5 tCO2eq.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"The EV segment’s higher copper usage, coupled of energy-efficient technologies with noxious fumes like the ones produced with India’s copper demand projected to reach 3 million tonnes by 2030",NYSE_VEDL_2024_esg.jsonl,2024
metric,NYSE_VEDL_ESG,True,True,"an estimated 9.5% increase in 2024, clean energy sources",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"Following the latest addition, there towards its Net Zero target by 2070, Vedanta is well-positioned to capitalize on these trends, driving sustainable are now 3 BEVs deployed at Sindesar growth and innovation in these critical sectors.",NYSE_VEDL_2024_esg.jsonl,2024
governance,NYSE_VEDL_ESG,True,False,"This strategy can help enhance water risk management, mitigation also updates the Board on businesses oversight, we ensure that our internal water availability, quality, and wastewater management, contributing to water security and resilience.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,separation and refining processes ESG Executive Corporate ESG Management situations unless water management requiring high volumes of water Commitee ESG Team Commitee Water is a shared public resource.,NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"We optimize our our water reuse rates and are well ensure the sustainable use of water resources, which is essential for their business continuity plan and provides us with social water use in the following ways: on track to reach our goal of a license to operate.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"For FY 2025, we have set the operational interim target of increasing our water Assessments efficiency.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"These targets are set with the objective of taking a phased approach to our Operational Compliance Reputational 2030 goal of net water positivity, and we are well on track.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"124 125 TRANSFORMING TRANSFORMING TRANSFORMING Sustainability Report 2024 COMMUNITIES THE PLANET THE WORKPLACE Managing Water Risks, Opportunties and Impacts Business Unit Basin Risk Operational Risk Our water management approach follows four tracks – reduce, recycle, harvest and replenish.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,Our water Low Risk Risk Risk Sites Low Risk Risk Risk Sites management initiatives around the harvest and replenish tracks rely significantly on community support for their success and Risk Risk perpetuity.,NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"Power TSPL - - - - - - 1 This is done through process 1 1 At ESL Steel during this reporting year, sewage treatment improvements, optimized water plant has been commissioned which would reduce freshwater Sterlite Copper - - - - 4 usage, and adoption of water- 3 1 1 3 offtake by 275 KL/day.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"Every member a variety of water conservation and access ensures social equity and of our organization –both employees replenishment initiatives – from justice, environmental sustainability, and partners – inculcate the values creation of wastewater treatment and economic prosperity.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"opportunities sustainability Moisture conservation, agricultural practices to sustainably Sustainability of water Sustainable agriculture, increase farm productivity and Consolidation and resources accessibility Preparatory Phase Livelihood, WASH, Infrastructure income.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"THE PLANET THE WORKPLACE Material Topic: AIM 6 Air Emissions Enhance our Business Model by Incorporating Innovative Green Practices & Quality Vedanta’s move towards a greener business model involves the control of four aspects of our operations – air emissions, impact on biodiversity, management of hazardous and non-hazardous waste and safe storage and disposal of tailings.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"We have deployed emission been aligned with our Environmental Local communities, only meet the mandated air quality control technologies and advanced Management Standard.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,or management of biodiversity or those who are affected Our Commitments by conservation initiatives.,NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"India boasts exceptional Standard that incorporates elements standards, and operational processes, ecosystems to safeguard water supplies, act as a barrier against storm surges in coastal regions and create livable conditions biodiversity, thanks to its diverse from the International Finance Vedanta demonstrates its commitment for the communities that reside near our operations.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"‘1 outlines the company’s commitment to India Business & Biodiversity Initiative, GISTM Disclosure on Tailings trillion trees campaign.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"Given the significance of such risks, they (NNL) commitment, we have operations on biodiversity across 52 more than a year, we have already are integrated into our overall risk management framework.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"This ensures that a comprehensive and holistic approach updated our Biodiversity of our sites, globally.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"The inclusion of such risks within the larger Management Plans (BMP) to followed for this assessment of our operations on biodiversity and framework helps us develop standardized measures, increase general awareness and build greater sensitivity internally.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,It identify impact-based risks to aligns with evolving biodiversity are in the process of evaluating and also determines our approach to resource utilization and resource conservation.,NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"At the biodiverse areas within helps to determine for all our operations and ecosystem services first level, operations aim for core areas and buffer biodiversity risks and based on the findings of management that are avoidance and minimization areas that may be directly impacts from a proposed the technical biodiversity specific to each site.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"biodiversity hotspots in the world and associated habitats; and to ensure that the operations includes loss, degradation, forest clearance, wildlife clearance as only Indian company which has been the only arid hotspot.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,The mine also Based Targets for nature as a part of the Biodiversity Risk Screening to help achieve our goal of planting occurs within the Bushmanland Centre the SBTN initial target validation pilot.,NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"H types, be targeted to meet biodiversity HZL has also invested 2.5 million to and procedures, as we seek to conservation goals.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"In adherence with the principle of minimization, our attempt is to produce less waste by volume and to also reduce its toxicity.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"Initiatives at Business Unit Level in both pyrometallurgy and WASTE hydrometallurgy, aiming to FROM TO HZL’s Research & Development elevate zinc and lead yields WEALTH (R&D) capabilities are pivotal in through proprietary in-house advancing its Circular Economy developments.",NYSE_VEDL_2024_esg.jsonl,2024
metric,NYSE_VEDL_ESG,True,True,"These technologies objectives, notably through the are pivotal in converting waste Zero legacy waste by 2035 creation of innovative flotation into valuable resources, thereby reagents that enhance mineral We have achieved 107% utilization not only propelling the Company’s recovery",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"of fly ash(HVLT waste) by re-using in operational efficiency but also Additionally, their commitment cement plants, brick manufacturing empowering local entrepreneurs to environmental stewardship and earth filling and communities.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,is demonstrated by numerous Our Waste to Wealth philosophy is waste recycling initiatives aimed at Fumer plants have been founded on minimizing waste to landfill diminishing our ecological footprint established at Dariba Smelting and integrating greater circularity into and reclaiming valuable resources Complex/Chanderiya Lead-Zinc our production processes.,NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,R&D to minimize our waste generation innovation has been further quantities and consequently reduce validated with the acquisition of disposal volumes.,NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"Additionally, other non- Putting into practice our “Zero Harm” to landfill, we aim to utilize all non- hazardous wastes are either recycled, philosophy that aims at nullifying hazardous waste.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"impact on every part of our external wastes include High-Volume-Low- VAL - Lanjigarh: Collaboration with 0.25 million tons The Lanjigarh refinery, has utilized around of fly ash environment, we ensure meticulous Toxicity (HVLT) wastes such as: As a part of the certification process, brick-making industry in local brick industries in FY24.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"With easy availability of raw materials, local management of our highly diverse verification is done by CII, under Fly-ash: brick industries associated with VAL-Lanjigarh have increased from 88 to waste streams.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"Some of our businesses Employees on the GHG transition have begun engaging with value chain our tier-1 suppliers on their Compliance v ernan c o e Business Ethics climate goals and G F Risk Reporting e r Management & Corporate a t m Further, our frameworks gaining their trust and support.",NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,Reduce: Measures to decrease the amount in natural resources like plant stoppages and increase of natural resources consumed water availability in the costs as we seek to find areas that we operate.,NYSE_VEDL_2024_esg.jsonl,2024
other,NYSE_VEDL_ESG,True,False,"Replenish: Where possible, the company is developing plans to replenish the stocks of natural resources through steps like water- shed development, and land reclamation Collectively these measures have the potential to ensure a continued supply of natural resources, even during occasions of emerging scarcity.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"108-113 other risks and opportunities 302-1 Energy consumption within due to climate change AIM 4 Lever 1: renewable Energy, the organization 201-3 Defined benefit plan Integrated Annual Report, Pg. 108-113 obligations and other Pg.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"196-204 retirement plans 201-4 Financial assistance received We do not receive Vedanta Climate Action Report, Pg. 30 from government Not Applicable any financial 302-2 Energy consumption outside AIM 4 Lever 1: renewable Energy, assistance from of the organization Pg.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"Aim 4: Net Zero Carbon by 2050 or sooner, shared resource 2030, GHG emissions Pg. 117 Pg.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"Reason No. Reason omitted omitted 306-3 Waste generated 403-3 Occupational health services Aim 7: Prioritize the Safety and Health of AIM 6: Enhance our Business Model by Our Workforce, Pg. 154 -163 Incorporating Innovative Green Practices, Pg. 132, 145-149 Integrated annual report Pg.",NYSE_VEDL_2024_esg.jsonl,2024
vision,NYSE_VEDL_ESG,True,False,"344 - 348 306-4 Waste diverted from disposal AIM 6: Enhance our Business Model by Incorporating Innovative Green Practices, Vedanta Safety Standards Pg. 132, 145-149 403-4 Worker participation, Aim 7: Prioritize the Safety and Health of 306-5 Waste directed to disposal consultation, and Our Workforce, Pg.",NYSE_VEDL_2024_esg.jsonl,2024
other,OTC_TATLY_ESG,True,False,"performance, climate change mitigation and adaptation, and resource efficiency to reduce our ecological footprint.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"This will During the year under review, developing sustainable supply chain visibility of critical skillset availability the designated hospitals for medical We will continue to reduce our carbon lead to more focus, higher performance we despatched our first raw material and contributing towards the future to plan and manage operations which treatment.",OTC_TATLY_2021_esg.jsonl,2021
vision,OTC_TATLY_ESG,True,False,"citizen, we are deeply committed to steps aligned with the UN Sustainable our continued efforts to go beyond drinking water, education, livelihood, The frontline employees who have providing resources and support to technology, and we have Development Goals and have stakeholder expectations.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"transitioning to lower carbon regime (CSIR) to work towards accelerating As an outcome of our efforts, of operations.",OTC_TATLY_2021_esg.jsonl,2021
marketing,OTC_TATLY_ESG,True,False,"We periodically engage • Leadership meetings: CEO to CEO connect • Health, safety and human rights interests and expectations are core to encouraged them to align their business with them either through focussed with Strategic Suppliers • Carbon emission, water, air pollution, waste the way we operate.",OTC_TATLY_2021_esg.jsonl,2021
vision,OTC_TATLY_ESG,True,False,"We continue to make strong progress on projects aimed at utilising low-quality raw materials, Shikhar25 savings Patents granted new and innovative coatings on steel, development and deployment of carbon capture and usage technologies, generation and use of hydrogen in steel value chain, materials for mobility of the future, and water efficiency.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"end contract lifecycle management products in new markets and mix, reduce and recycle waste through for optimal utilisation of resources to and safety of our employees.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,False,False,"This culture through continuous development and opportunities for of working together – management and union – has growth, enhancing engagement and experience through our ensured over 92 years of industrial harmony.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"However, steelmaking is a Climate change Achieve CO emission intensity of <2 tCO /tcs for Achieve CO emission intensity of <1.8 tCO /tcs resource-intensive process and creates environmental impact in form of 2 2 2 2 Tata Steel India for Tata Steel India emissions and effluents.",OTC_TATLY_2021_esg.jsonl,2021
vision,OTC_TATLY_ESG,True,False,"We are committed to using the most efficient production routes, minimising waste generation and mitigating the Water Achieve specific freshwater consumption of » Achieve specific freshwater consumption of negative impact on the environment.",OTC_TATLY_2021_esg.jsonl,2021
vision,OTC_TATLY_ESG,True,False,"Overall 28.11 29.66 31.03 30.39 28.31 Emissions based on CO Data Collection User Guide V9.5, Worldsteel Association 2 We are committed to steering the business to low carbon pathways and prepare future-ready portfolio by building resilience for transition and physical climate change risks.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"Additionally, Tata Steel and the Council of solution for transitioning to a low-carbon economy, Scientific & Industrial Research (CSIR) have signed an MoU Construction we recognise the significant challenge which the steel to collaborate on CCUS.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,Renewable energy projects with a combined improvement of resource efficiency,OTC_TATLY_2021_esg.jsonl,2021
metric,OTC_TATLY_ESG,True,True,reduction potential of ~150 MW have been initiated based on a We strive to reduce the negative impact of our Recycling End of life of carbon footprint.,OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"for improvement in energy efficiency, optimisation of load has resulted in the reduction of dust emission carried out between our HabiNest structure",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,a demand around carbon-intensive products,OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,similar type of conventional structure.,OTC_TATLY_2021_esg.jsonl,2021
metric,OTC_TATLY_ESG,True,True,"The accelerated weathering facility By 2030, we target to achieve material efficiency of 100% for LD slag has enabled us to ramp up the utilisation of",OTC_TATLY_2021_esg.jsonl,2021
metric,OTC_TATLY_ESG,True,True,sustaining solid waste utilisation of 100% across all processed slag in the construction of national highways locations,OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,increasing EBITDA by 2.4 times from,OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"downstream products such as soil conditioners, by-product business.",OTC_TATLY_2021_esg.jsonl,2021
vision,OTC_TATLY_ESG,True,False,"FY17 FY18 FY19 FY20 FY21 Way forward In line with our strategic goal of being the industry leader in sustainability, we will continue investing in technologies and processes to further improve our performance on GHG emissions, water management, waste utilisation and biodiversity management.",OTC_TATLY_2021_esg.jsonl,2021
vision,OTC_TATLY_ESG,True,False,"During the year under Nationally Determined Contribution and the European Union’s certain funding to undertake engineering and design studies The Company has not only adopted environment-friendly review, the Company conducted a comparative LCA study for commitment on Climate Change.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"In India, the Company has for industrial decarbonisation ‘clusters’, including in South processes",OTC_TATLY_2021_esg.jsonl,2021
metric,OTC_TATLY_ESG,True,True,"deployed state-of-the-art digital real-time a steel intensive construction structure – HabiNest, that has successfully reduced its carbon footprint by over 25% in the last Wales, where Tata Steel’s blast furnaces are located.",OTC_TATLY_2021_esg.jsonl,2021
vision,OTC_TATLY_ESG,True,False,"and is in the process of deployment of key enablers for deep disclosures is testimony of the Company’s long-term The Company is committed to responsible use and protection In Europe, almost the entire product range is certified to be at decarbonisation including use of more scrap in steelmaking, commitment to climate change mitigation and adaptation.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"The framework considers rail safety across the Company, excellence in process safety include technological, policy and market changes to adapt to standards ISO 14001 and ISO 45001, which provides the environmental, social and economic aspects over the complete management, and establish industrial hygiene and improve a lower-carbon economy.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,The Company 2 at West Bokaro to create Sir Dorabji Tata Biodiversity Park endeavours to set steel industry benchmark in environmental Tata Steel UK and Tata Steel Netherlands (‘TSN’) are working The Company took several initiatives to improve the health and and developed a 12-hectares Ecological Importance Park on performance.,OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"in December 2020, a large-scale investment programme creating an achievable, long-term plan to support the steel and recognition policy for Indian operations to encourage worth ~€300 million intended to improve environmental The continued focus on ‘Sustainability’ has led Tata sector’s transition to a competitive, sustainable and low carbon positive safety behaviour among employees.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"Also, Tata Steel’s Plant at Jamshedpur across organisation, 14 Safety Standards were simplified and to reduce its carbon footprint across all geographies.",OTC_TATLY_2021_esg.jsonl,2021
vision,OTC_TATLY_ESG,True,False,"The Company’s the net zero target, without pushing emissions and business efforts were recognised through the ‘Brandon Hall Group abroad, with the costs and risks shared fairly between industry, Excellence Award 2020’.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"The Company strives based health awareness campaigns and Wellness@workplace invested in product branding and developed its products to under review was therefore dedicated to forging stronger towards reducing its carbon footprint and in alignment to this, programme.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,for Tata Steel Group (‘TSG’) was 28.54 MnT recording a Hot Metal 13.24 14.09 (6) Political,OTC_TATLY_2021_esg.jsonl,2021
metric,OTC_TATLY_ESG,True,True,"geopolitical developments, such as a reduction in 7% decrease over that of the previous year, primarily due Crude Steel 12.19 13.16 (7) government stimulus programmes, policies to cut emissions to disruptions arising out of COVID-19.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"During FY 2020-21, there have been certain operational improvements such as increase in agglomerate consumption, lower consumption of ferro alloys, lime, refractories and specific energy.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"The Company has continuous operational improvement programmes through Shikhar 25, which is a focused EBIDTA improvement programme which works across departments of Tata Steel to improve operational efficiency, lower costs, optimise product mix, reduce and recycle waste and energy efficiency.",OTC_TATLY_2021_esg.jsonl,2021
vision,OTC_TATLY_ESG,True,False,"The programme is aimed at improving operational efficiency, energy efficiency, lower costs, optimising product mix, reduce and recycle waste through Production impact centres across the Company.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,Energy: Energy Management System to improve energy by any Company across Tata Group.,OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,"and the higher cost of emission rights, EBITDA improved due records during 2020-21, not limited to daily, shift, and weekly for long-term sustainability.",OTC_TATLY_2021_esg.jsonl,2021
governance,OTC_TATLY_ESG,True,False,"Our CSR places before the Board, at each meeting, a certificate of at its meetings, reviews the reports submitted by the Internal activities focus on education, health, water, livelihood, rural and urban infrastructure and are in alignment with key compliance with the applicable laws.",OTC_TATLY_2021_esg.jsonl,2021
metric,OTC_TATLY_ESG,True,True,The overall increase on ROM basis is 1% Digital Twin model development Internal recirculation reduced from 23% to 20% increasing Sinter yield thereby lowering energy consumption.,OTC_TATLY_2021_esg.jsonl,2021
metric,OTC_TATLY_ESG,True,True,"Test work with different dispersants showed that alumina could be reduced by 0.2-0.3% in Gradient Boost, Random Forrest The same predicted parameters are made available in a web based platform, named IQMS to concerned addition to the reduction achieved by washing with water alone.",OTC_TATLY_2021_esg.jsonl,2021
other,OTC_TATLY_ESG,True,False,We ensure a work restrict emissions and encourage engagement and innovation.,OTC_TATLY_2022_esg.jsonl,2022
vision,OTC_TATLY_ESG,True,False,technologies in line with our ambition to produce CO2 Tata Steel will stay committed to enhancing transparency in neutral steel by 2050 in Europe.,OTC_TATLY_2022_esg.jsonl,2022
other,OTC_TATLY_ESG,True,False,We developed ‘Digital Twins’ for sinter plants equipped with artificial intelligence techniques to achieve benchmark CO emissions.,OTC_TATLY_2022_esg.jsonl,2022
governance,OTC_TATLY_ESG,True,True,"Multiple conducted commercial pilot of of green hydrogen in the steel value start-ups were onboarded during the over 1,000 tonnes of Dhurvi Gold chain, achieve water efficiency,",OTC_TATLY_2022_esg.jsonl,2022
other,OTC_TATLY_ESG,True,False,31 fully funded trials were – a soil conditioner made from implement advanced process control conducted across the steel value steelmaking slag.,OTC_TATLY_2022_esg.jsonl,2022
vision,OTC_TATLY_ESG,True,False,"We are provides the necessary framework for data sets captured annually across committed to using the most efficient managing compliance and improving all locations were unified through production routes, minimising waste environmental performance.",OTC_TATLY_2022_esg.jsonl,2022
other,OTC_TATLY_ESG,True,False,"Our strategies on low-carbon transition, imbibing circular economy principles.",OTC_TATLY_2022_esg.jsonl,2022
other,OTC_TATLY_ESG,True,False,The key lever in our Charter to reduce Scope 3 emission approach.,OTC_TATLY_2022_esg.jsonl,2022
other,OTC_TATLY_ESG,True,False,"Going forward, we seek reduce, reuse, recycle and recover, with continuous efforts to › By 2023, a significant reduction of several to enhance our capability to assess real-time impact and transform steelmaking into a more water efficient business.",OTC_TATLY_2022_esg.jsonl,2022
metric,OTC_TATLY_ESG,True,True,"this, we use the approach of reduction at source as much as − Reduction of approximately 85% odour practically possible, by identifying the root of the problem, emissions experienced by the surrounding At our UK operations, we pursue targeted investment in debottlenecking",OTC_TATLY_2022_esg.jsonl,2022
other,OTC_TATLY_ESG,True,False,reducing discharge into outfalls.,OTC_TATLY_2022_esg.jsonl,2022
metric,OTC_TATLY_ESG,True,True,"In the summer of 2021, we commissioned a new Use of large amount of water also generates huge quantity − Reduction in emissions of heavy metals by 55%, emissions control unit at our Port Talbot sinter plant after an of effluents, which contain suspended solids, dissolved lead emissions by 70%,",OTC_TATLY_2022_esg.jsonl,2022
other,OTC_TATLY_ESG,True,False,the spreading investment of more than £20 million in new filtration systems.,OTC_TATLY_2022_esg.jsonl,2022
metric,OTC_TATLY_ESG,True,True,We reuse these effluents after of particulate matter by 35% These are now delivering a substantially reduced level of minimal treatment for low-end applications like coke › Expected reduction of 30% in the emission of particulate emissions.,OTC_TATLY_2022_esg.jsonl,2022
vision,OTC_TATLY_ESG,True,False,"All our sites are continuously taking actions to prevent the Circular economy Over the next year, we plan to take up >20 measures to risk of contaminating local water resources and achieving Ferrous scrap recycling ensure the realisation of the environmental targets set for the zero effluent discharge.",OTC_TATLY_2022_esg.jsonl,2022
other,OTC_TATLY_ESG,True,False,"In FY 2021-22, we increased organisations to enhance its performance in biodiversity Interest (SSSI).",OTC_TATLY_2022_esg.jsonl,2022
other,OTC_TATLY_ESG,True,False,Our Indian operations are not located in biodiversity on other landholdings and thereby contribute Solid waste utilisation at Tata Steel Jamshedpur investing in augmenting the infrastructure for scrap any of the identified biodiversity hotspots or protected to protecting the natural heritage of UK’s landscape.,OTC_TATLY_2022_esg.jsonl,2022
vision,OTC_TATLY_ESG,False,False,Through an in-house developed of by-products spanning across 25+ product categories Zoological Park Jamshedpur aims to preserve wild flora,OTC_TATLY_2022_esg.jsonl,2022
metric,OTC_TATLY_ESG,False,True,moving 130 tonnes of shingle from the process of accelerated weathering of steel slag (basic oxygen comprising more than 250+ Stock Keeping Units (SKUs).,OTC_TATLY_2022_esg.jsonl,2022
metric,OTC_TATLY_ESG,True,True,"national highways, which has helped in conserving natural Kalinganagar achieved 100% solid waste utilisation",OTC_TATLY_2022_esg.jsonl,2022
other,OTC_TATLY_ESG,True,False,"During the year, we developed the Miyawaki Forest at aggregates",OTC_TATLY_2022_esg.jsonl,2022
other,OTC_TATLY_ESG,True,False,minimising our environmental footprint.,OTC_TATLY_2022_esg.jsonl,2022
metric,OTC_TATLY_ESG,True,True,"The Company has also won the ‘Excellence in 3Rs (reduce, reuse, recycle)’ The Company is committed to achieving 100% material efficiency",OTC_TATLY_2022_esg.jsonl,2022
metric,OTC_TATLY_ESG,True,True,sustaining solid waste utilisation at 100% level across all its locations,OTC_TATLY_2022_esg.jsonl,2022
other,OTC_TATLY_ESG,True,False,increasing EBITDA by 2.4x from by-products business.,OTC_TATLY_2022_esg.jsonl,2022
other,OTC_TATLY_ESG,True,False,"› Internal Carbon Pricing: To boost the carbon abatement commissioned in FY 2020-21 and multiple units across energy with its application in solar panels, wind turbines, We are continually strengthening our production processes, projects appraisal in India, we have increased the different regions are in the pipeline hydroelectric dams, and EVs.",OTC_TATLY_2022_esg.jsonl,2022
governance,OTC_TATLY_ESG,True,False,"Additionally, the Risk Management Committee of the Board reviews Tata Steel Group level climate The Company has also formed a Carbon Impact change-related risks periodically.",OTC_TATLY_2022_esg.jsonl,2022
